cn,dd,gz,jy,name,url,xl
环亚化妆品（滋源/美肤宝/法兰琳卡）,广州,面议,1年以上,招聘数据分析主管,https://www.liepin.com/job/1919529191.shtml,统招本科
东风日产数据服务有限公司,广州,21-28万,3年以上,招聘数据分析工程师,https://www.liepin.com/job/1917836065.shtml,本科及以上
广州万达普惠网络小额贷款有限公司,广州-珠江新城,面议,4年以上,招聘万达普惠-业务运维工程师,https://www.liepin.com/job/1916718203.shtml,统招本科
广州万达普惠网络小额贷款有限公司,广州,16-24万,3年以上,招聘万达普惠-测试工程师,https://www.liepin.com/job/1916718405.shtml,本科及以上
广州万达普惠网络小额贷款有限公司,广州-珠江新城,18-36万,1年以上,招聘万达普惠-模型分析经理,https://www.liepin.com/job/1916844571.shtml,本科及以上
广州万达普惠网络小额贷款有限公司,广州,18-26万,2年以上,招聘万达普惠-数据平台高级经理,https://www.liepin.com/job/1919256703.shtml,本科及以上
广州万达普惠网络小额贷款有限公司,广州-珠江新城,11-17万,经验不限,招聘万达普惠-贷后风险政策分析师,https://www.liepin.com/job/1919256305.shtml,硕士及以上
广州万达普惠网络小额贷款有限公司,广州-天河区,18-36万,2年以上,招聘万达普惠-数据平台开发岗,https://www.liepin.com/job/1917633997.shtml,本科及以上
广州万达普惠网络小额贷款有限公司,广州,18-36万,1年以上,招聘万达普惠-风险计量专家,https://www.liepin.com/job/1919497581.shtml,本科及以上
广州天维信息技术股份有限公司,广州-天河区,10-14万,1年以上,招聘数据分析师,https://www.liepin.com/job/1918854685.shtml,本科及以上
平安人寿广东分公司,广州,8-13万,经验不限,招聘稽核岗,https://www.liepin.com/job/1920423081.shtml,统招本科
美的集团流程与IT部(集团总部),广州-番禺区,12-24万,3年以上,招聘测试工程师,https://www.liepin.com/job/1920037955.shtml,统招本科
美的集团流程与IT部(集团总部),广州-番禺区,22-42万,3年以上,招聘大数据应用工程师-行业分析,https://www.liepin.com/job/1920533595.shtml,统招本科
美的集团流程与IT部(集团总部),广州-番禺区,12-24万,3年以上,招聘devops工程师,https://www.liepin.com/job/1919027907.shtml,本科及以上
美的集团流程与IT部(集团总部),广州-番禺区,18-24万,1年以上,招聘大数据算法工程师,https://www.liepin.com/job/1918828831.shtml,硕士及以上
美的集团流程与IT部(集团总部),广州-番禺区,18-36万,经验不限,招聘应用监控架构师,https://www.liepin.com/job/1919060965.shtml,统招本科
美的集团流程与IT部(集团总部),广州-番禺区,12-24万,3年以上,招聘大数据平台工程师（实时大数据处理）,https://www.liepin.com/job/1919751317.shtml,统招本科
美的集团流程与IT部(集团总部),广州-番禺区,12-24万,3年以上,招聘OpenStack平台运维开发工程师,https://www.liepin.com/job/1919288499.shtml,本科及以上
美的集团流程与IT部(集团总部),广州-番禺区,面议,4年以上,招聘系统高可用和性能调优专家,https://www.liepin.com/job/1919833745.shtml,统招本科
鲁邦通,广州-天河区,21-28万,5年以上,招聘测试工程师（系统测试方向）,https://www.liepin.com/job/1917222833.shtml,本科及以上
鲁邦通,广州-天河区,15-22万,5年以上,招聘高级测试工程师,https://www.liepin.com/job/1919407463.shtml,本科及以上
美的集团流程与IT部(集团总部),广州-番禺区,18-24万,3年以上,招聘算法工程师,https://www.liepin.com/job/1916225965.shtml,本科及以上
杭州玛亚科技有限公司,广州,12-24万,经验不限,招聘ruby开发工程师,https://www.liepin.com/job/1918497535.shtml,学历不限
杭州玛亚科技有限公司,广州,12-24万,经验不限,招聘嵌入式C/C++工程师,https://www.liepin.com/job/1918497615.shtml,学历不限
广电运通金融电子,广州,24-48万,5年以上,招聘大数据开发工程师,https://www.liepin.com/job/1918816735.shtml,本科及以上
广电运通金融电子,广州,18-30万,3年以上,招聘自然语言处理工程师,https://www.liepin.com/job/1919663405.shtml,硕士及以上
广州市粤商实业股份有限公司,广州,14-30万,6年以上,招聘高级前端工程师,https://www.liepin.com/job/1919054615.shtml,大专及以上
广州市粤商实业股份有限公司,广州,16-22万,4年以上,招聘Linux 系统运维工程师,https://www.liepin.com/job/1919531089.shtml,本科及以上
广州广电运通信息科技有限公司,广州-黄埔区,22-30万,3年以上,招聘大数据建模挖掘工程师,https://www.liepin.com/job/1917733887.shtml,统招本科
广州广电运通信息科技有限公司,广州-珠江新城,10-14万,2年以上,招聘前端开发工程师,https://www.liepin.com/job/1919504241.shtml,统招本科
广州广电运通信息科技有限公司,广州-越秀区,10-14万,3年以上,招聘软件测试工程师,https://www.liepin.com/job/1919843411.shtml,本科及以上
广东宝乐机器人股份有限公司,广州-大岗,20-26万,经验不限,招聘高级运维工程师(linux方向),https://www.liepin.com/job/1918483811.shtml,大专及以上
广州复大肿瘤医院,广州,10-12万,1年以上,招聘群控系统开发（QQ，微信）,https://www.liepin.com/job/1916242097.shtml,大专及以上
网易集团,广州,面议,1年以上,招聘平台用户运营,https://www.liepin.com/job/1920673355.shtml,学历不限
网易集团,广州,面议,1年以上,招聘平台运营策划,https://www.liepin.com/job/1920673311.shtml,学历不限
网易集团,广州,面议,1年以上,招聘平台运维工程师,https://www.liepin.com/job/1920673309.shtml,学历不限
网易集团,广州,15-50万,5年以上,招聘游戏音频工程师,https://www.liepin.com/job/1918200605.shtml,大专及以上
网易集团,广州,面议,1年以上,招聘游戏运营,https://www.liepin.com/job/1920683403.shtml,学历不限
网易集团,广州,面议,1年以上,招聘平台数据分析,https://www.liepin.com/job/1920737611.shtml,学历不限
网易集团,广州,面议,5年以上,招聘DM116客户端开发,https://www.liepin.com/job/1918396651.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘高级游戏开发工程师（我的世界）,https://www.liepin.com/job/1920810993.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘游戏服务端开发工程师 - 奇点事业部010,https://www.liepin.com/job/1916667217.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘手游开发工程师-天下事业部930,https://www.liepin.com/job/1915789961.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘客户端开发工程师,https://www.liepin.com/job/1917331587.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘cocos2d-x游戏开发工程师  - 大话事业部600,https://www.liepin.com/job/1917254471.shtml,本科及以上
网易集团,广州,面议,5年以上,招聘资深游戏开发工程师,https://www.liepin.com/job/1920572101.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘引擎技术支持工程师,https://www.liepin.com/job/1920837757.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘服务端开发工程师（G109）,https://www.liepin.com/job/1920775605.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘手游客户端开发工程师-海神事业部400,https://www.liepin.com/job/1916095527.shtml,本科及以上
网易集团,广州,20-35万,1年以上,招聘手游服务端开发工程师-海神事业部400,https://www.liepin.com/job/1916460607.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘客户端开发工程师（G109）,https://www.liepin.com/job/1920775607.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘客户端开发工程师（G92）,https://www.liepin.com/job/1920775603.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘游戏服务端开发工程师,https://www.liepin.com/job/1919647435.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘手游客户端开发工程师（阴阳师ip新作）,https://www.liepin.com/job/1920572087.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘服务端开发工程师（G110）,https://www.liepin.com/job/1920775601.shtml,本科及以上
网易集团,广州,20-35万,1年以上,招聘手游客户端开发工程师-海神事业部200,https://www.liepin.com/job/1916460611.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘图形引擎开发工程师-海神事业部400,https://www.liepin.com/job/1916261605.shtml,本科及以上
网易集团,广州,面议,1年以上,招聘手游服务端开发工程师-海神事业部200,https://www.liepin.com/job/1916460609.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘手游服务端开发-奇点事业部010,https://www.liepin.com/job/1915789957.shtml,本科及以上
网易集团,广州,面议,2年以上,招聘手游客户端开发-奇点事业部010,https://www.liepin.com/job/1915789955.shtml,本科及以上
广州市番禺区科骏信息网络工程有限公司,广州-番禺区,7-8万,1年以上,招聘APP前端开发工程师,https://www.liepin.com/job/1919869715.shtml,大专及以上
广州市番禺区科骏信息网络工程有限公司,广州-市桥,7-12万,1年以上,招聘大数据分析工程师,https://www.liepin.com/job/1918058745.shtml,大专及以上
美亚旅行网,广州-天河区,8-12万,2年以上,招聘测试工程师,https://www.liepin.com/job/1920855043.shtml,大专及以上
秒乐网络,广州,13-22万,经验不限,招聘高级web前端开发工程,https://www.liepin.com/job/1920854017.shtml,学历不限
暗物智能科技(广州)有限公司,广州,6-10万,经验不限,招聘人工智能算法实习研究员,https://www.liepin.com/job/1920852141.shtml,硕士及以上
暗物智能科技(广州)有限公司,广州,6-10万,经验不限,招聘后端实习工程师,https://www.liepin.com/job/1920852135.shtml,本科及以上
北京银信长远科技股份有限公司,广州-天河区,12-18万,经验不限,招聘Oracle DBA,https://www.liepin.com/job/1920846843.shtml,学历不限
汇丰软件,广州,面议,1年以上,招聘Software Engineer - 0000CKPT,https://www.liepin.com/job/1920547609.shtml,学历不限
汇丰软件,广州,面议,1年以上,招聘Software Eng - 0000CKPT,https://www.liepin.com/job/1920035737.shtml,学历不限
东呈酒店集团,广州,13-20万,2年以上,招聘性能测试工程师,https://www.liepin.com/job/1919525309.shtml,本科及以上
广州某软件开发公司,广州,12-18万,1年以上,招聘大数据开发工程师,https://www.liepin.com/a/14012271.shtml,统招本科
知名IT企业,"广州,佛山,深圳",18-30万,3年以上,招聘大数据开发/算法工程师,https://www.liepin.com/a/14232647.shtml,统招本科
某知名运动APP,"深圳,广州",28-56万,2年以上,招聘AI算法工程师,https://www.liepin.com/a/14748389.shtml,统招本科
广州某网络游戏股份有限公司,广州-黄埔区,26-39万,3年以上,招聘游戏客户端开发工程师,https://www.liepin.com/a/15125063.shtml,统招本科
知名无人驾驶企业,广州-南沙区,32-64万,2年以上,招聘C++开发工程师,https://www.liepin.com/a/14451041.shtml,统招本科
TOP级第三方移动广告公司,"北京,广州",36-60万,3年以上,招聘资深算法工程师,https://www.liepin.com/a/14646915.shtml,统招本科
某大型网络公司,"上海,广州",30-54万,10年以上,招聘平台架构师,https://www.liepin.com/a/15194531.shtml,统招本科
国内某领先互联网教育企业,"北京,上海,广州",42-70万,5年以上,招聘PHP架构师,https://www.liepin.com/a/14187149.shtml,统招本科
国内知名手游娱乐社交平台,"广州,深圳,上海",48-64万,6年以上,招聘C++架构师,https://www.liepin.com/a/14883293.shtml,本科及以上
国内著名创新互联网企业,"北京,上海,广州",60-120万,3年以上,招聘搜索工程师（算法、工程）,https://www.liepin.com/a/14492215.shtml,统招本科
Talent Express-G,"广州,佛山,深圳",36-45万,5年以上,招聘业务分析岗（数据应用）,https://www.liepin.com/a/14820855.shtml,本科及以上
Talent Express-G,"广州,深圳",51-60万,3年以上,招聘机器学习专家,https://www.liepin.com/a/14451507.shtml,统招本科
Talent Express-G,"广州,佛山",35-42万,3年以上,招聘数据产品高级专家,https://www.liepin.com/a/14164105.shtml,学历不限
知名电力行业应用软件开发企业,广州-黄埔区,18-24万,3年以上,招聘需求分析师（广州）,https://www.liepin.com/a/14873053.shtml,大专及以上
知名saas企业,广州,39-59万,5年以上,招聘大数据开发工程师,https://www.liepin.com/a/15270111.shtml,本科及以上
东莞市某人力资源管理咨询公司,"广州,佛山,深圳",45-75万,5年以上,招聘视觉算法高级工程师,https://www.liepin.com/a/14687769.shtml,硕士及以上
广州某家大型上市通信企业,广州-黄埔区,27-53万,5年以上,招聘高级算法工程师（自动驾驶）,https://www.liepin.com/a/14391155.shtml,硕士及以上
某国企全资子公司,"广州,北京",34-60万,3年以上,招聘测试开发工程师,https://www.liepin.com/a/15174933.shtml,统招本科
某国企全资子公司,"北京,广州",36-72万,1年以上,招聘ceph研发工程师,https://www.liepin.com/a/14867221.shtml,统招本科
广州某科技公司,广州-天河区,30-45万,5年以上,招聘高级前端开发工程师,https://www.liepin.com/a/14919451.shtml,统招本科
国内知名互联网集团企业,"广州,北京,上海",48-80万,5年以上,招聘云业务架构师,https://www.liepin.com/a/15253403.shtml,统招本科
某通信服务公司,"南宁,广州",25-49万,3年以上,招聘AI开发工程师,https://www.liepin.com/a/14942691.shtml,统招本科
知名乘用车公司,广州-花都区,96-120万,10年以上,招聘数据科学家,https://www.liepin.com/a/15374395.shtml,硕士及以上
广州某初创互联网公司,广州,18-36万,1年以上,招聘数据产品经理,https://www.liepin.com/a/14012115.shtml,统招本科
广州某汽配电商平台公司,广州,26-52万,2年以上,招聘高级算法工程师,https://www.liepin.com/a/14744185.shtml,统招本科
某知名持牌小额信贷公司,"广州,上海",48-80万,3年以上,招聘风险计量专家/高级经理,https://www.liepin.com/a/14955647.shtml,统招本科
知名声音互动平台,广州-天河区,20-33万,3年以上,招聘数据仓库工程师,https://www.liepin.com/a/15158315.shtml,统招本科
大型综合金融企业,广州,20-39万,5年以上,招聘资深运维工程师,https://www.liepin.com/a/15081249.shtml,统招本科
天翼云,"广州,北京,上海",68-102万,5年以上,招聘云存储高级开发工程师,https://www.liepin.com/a/14611431.shtml,统招本科
天翼云,"广州,北京,上海",51-85万,3年以上,招聘高级算法工程师,https://www.liepin.com/a/14611553.shtml,统招本科
天翼云,广州,43-60万,3年以上,招聘高级功能测试工程师,https://www.liepin.com/a/14611597.shtml,统招本科
某云平台公司,广州-天河区,32-64万,3年以上,招聘云存储高级开发工程师,https://www.liepin.com/a/15081259.shtml,统招本科
知名互联网独角兽公司,"北京,广州,深圳",60-96万,10年以上,招聘技术总监,https://www.liepin.com/a/15012171.shtml,本科及以上
某互联网金融平台,广州,14-22万,5年以上,招聘消金产品经理,https://www.liepin.com/a/14825901.shtml,本科及以上
国内运营商级云计算公司,"广州,北京",36-72万,5年以上,招聘云存储高级开发工程师,https://www.liepin.com/a/14423459.shtml,统招本科
某技术有限公司,"北京,深圳,广州",68-113万,2年以上,招聘语音识别,https://www.liepin.com/a/14033199.shtml,硕士及以上
深圳某咨询公司,广州-海珠区,18-31万,3年以上,招聘大数据开发工程师,https://www.liepin.com/a/15385729.shtml,本科及以上
知名家居公司,"广州,深圳",22-34万,5年以上,招聘系统架构工程师,https://www.liepin.com/a/14265425.shtml,大专及以上
某一线互联网集团下属板块,"北京,广州,深圳",48-80万,3年以上,招聘视觉感知算法工程师,https://www.liepin.com/a/15336613.shtml,硕士及以上
国内某知名教育在线培训公司,"北京,上海,广州",35-56万,3年以上,招聘前端开发工程师,https://www.liepin.com/a/15392767.shtml,统招本科
新能源汽车集团公司,"广州,深圳",48-84万,10年以上,招聘自动驾驶总工程师,https://www.liepin.com/a/15265053.shtml,硕士及以上
新能源汽车集团公司,广州,24-36万,5年以上,招聘台架仿真资深工程师,https://www.liepin.com/a/15313711.shtml,统招本科
新能源汽车集团公司,"上海,广州",26-52万,6年以上,招聘测试部高级经理,https://www.liepin.com/a/15088173.shtml,统招本科
一家希望用自动驾驶赋力未来改变出行的企业,"北京,广州,深圳",98-140万,1年以上,招聘自动驾驶算法研究员,https://www.liepin.com/a/15103411.shtml,博士
一家希望用自动驾驶赋力未来改变出行的企业,"北京,广州,深圳",72-108万,3年以上,招聘感知算法高级工程师,https://www.liepin.com/a/15103963.shtml,硕士及以上
一线游戏开发与发行公司,"广州,上海,杭州",32-56万,2年以上,招聘手游客户端开发,https://www.liepin.com/a/15101781.shtml,本科及以上
某知名上市药企,"东莞-长安镇,深圳-宝安区,广州-越秀区",30-42万,2年以上,招聘AI研发工程师,https://www.liepin.com/a/15363681.shtml,统招本科
top互联网公司,"北京,上海,广州",56-98万,3年以上,招聘高级推荐算法工程师,https://www.liepin.com/a/15101629.shtml,统招本科
top互联网公司,"上海,北京,广州",75-120万,3年以上,招聘资深数据仓库专家,https://www.liepin.com/a/15103591.shtml,统招本科
国内知名互联网游戏企业,"广州,杭州",32-64万,3年以上,招聘C++服务器工程师,https://www.liepin.com/a/14249199.shtml,统招本科
一家港资上市公司,"广州,深圳",16-23万,5年以上,招聘测试主管,https://www.liepin.com/a/14556197.shtml,统招本科
搜芽,广州-海珠区,60-96万,3年以上,招聘AI总监,https://www.liepin.com/a/14575547.shtml,博士
搜芽,广州-海珠区,22-36万,2年以上,招聘知识图谱工程师,https://www.liepin.com/a/14575347.shtml,学历不限
广州知名通讯公司,"广州,上海,成都",32-48万,3年以上,招聘SLAM算法工程师,https://www.liepin.com/a/14565269.shtml,硕士及以上
某数据智能技术服务（大数据+经济学）,"广州,西安",18-36万,5年以上,招聘算法工程师,https://www.liepin.com/a/15069747.shtml,统招本科
某数据智能技术服务（大数据+经济学）,"陕西,广州",18-30万,2年以上,招聘自然语言处理,https://www.liepin.com/a/15069839.shtml,统招本科
通过国家认证的高新技术企业,广州-天河区,25-35万,2年以上,招聘测试主管,https://www.liepin.com/a/15268201.shtml,统招本科
广州某互联网公司,广州-海珠区,36-48万,3年以上,招聘精准营销产品经理,https://www.liepin.com/a/15257005.shtml,学历不限
广州某互联网公司,广州-海珠区,36-48万,9年以上,招聘大数据技术总监,https://www.liepin.com/a/15159561.shtml,大专及以上
国内知名电商集团,"北京,上海,广州",64-96万,5年以上,招聘Java研发经理,https://www.liepin.com/a/14746581.shtml,学历不限
瀚,广州-天河区,36-60万,3年以上,招聘游戏开发工程师（永七）,https://www.liepin.com/a/14628127.shtml,学历不限
瀚,广州-天河区,36-60万,3年以上,招聘客户端开发工程师	,https://www.liepin.com/a/14628023.shtml,学历不限
国内大型互联网公司,广州,33-52万,3年以上,招聘算法设计高级工程师,https://www.liepin.com/a/15199489.shtml,统招本科
深圳市某某科技有限公司,"深圳,广州,北京",52-78万,3年以上,招聘搜索算法开发工程师,https://www.liepin.com/a/14970053.shtml,统招本科
电商互联网企业,广州,36-48万,3年以上,招聘精准营销产品经理,https://www.liepin.com/a/15255623.shtml,统招本科
某香港上市互联网公司,广州,32-64万,5年以上,招聘资深算法工程师,https://www.liepin.com/a/13900523.shtml,统招本科
某大型果蔬生鲜批发线上线下集团,广州,26-39万,4年以上,招聘运维高级经理,https://www.liepin.com/a/15336181.shtml,本科及以上
某物流货运科技公司（独角兽）,"北京,上海,广州",45-83万,4年以上,招聘研发总监,https://www.liepin.com/a/15168309.shtml,本科及以上
知名互联网公司,"北京,上海,广州",120-156万,2年以上,招聘推荐算法专家,https://www.liepin.com/a/14223989.shtml,本科及以上
赛特智能,广州,30-60万,1年以上,招聘机器人 ROS 算法工程师,https://www.liepin.com/a/13981991.shtml,统招本科
某国际知名汽车研发中心,"北京,上海,广州",45-90万,6年以上,招聘域控制器开发专家/资深工程师,https://www.liepin.com/a/15252539.shtml,统招本科
国际某知名汽车集团研发中心,"北京,上海,广州",45-75万,3年以上,招聘SLAM图像算法,https://www.liepin.com/a/14229161.shtml,硕士及以上
广州某上市互联网软件公司,广州,24-48万,3年以上,招聘AI算法工程师,https://www.liepin.com/a/15373427.shtml,本科及以上
广州某上市互联网软件公司,广州,30-60万,3年以上,招聘图像算法工程师,https://www.liepin.com/a/15372291.shtml,本科及以上
某餐饮食品安全服务科技公司,"北京,上海,广州",45-90万,2年以上,招聘系统集成工程师,https://www.liepin.com/a/14629553.shtml,硕士及以上
外资甲方,"北京,上海,广州",23-42万,4年以上,招聘ETL开发（SSIS）,https://www.liepin.com/a/14646047.shtml,学历不限
全国某知名互联网游戏公司,广州-天河区,19-30万,3年以上,招聘java网站架构师,https://www.liepin.com/a/15351681.shtml,大专及以上
知名制造企业,广州,28-56万,5年以上,招聘基站网管开发经理（JAVA）,https://www.liepin.com/a/14631519.shtml,统招本科
广州某新媒体网络科技公司,广州,36-48万,5年以上,招聘大数据技术总监,https://www.liepin.com/a/15190507.shtml,本科及以上
广州某新媒体网络科技公司,广州,36-48万,5年以上,招聘  精准营销产品经理,https://www.liepin.com/a/15190521.shtml,本科及以上
某网络科技有限公司,"北京,广州,深圳",60-96万,2年以上,招聘声纹识别算法工程师（初级/中级/高级/）,https://www.liepin.com/a/14300185.shtml,本科及以上
某网络科技有限公司,"北京,广州,深圳",60-96万,2年以上,招聘声纹识别算法工程师（初级/中级/高级/）,https://www.liepin.com/a/14127791.shtml,本科及以上
广州AI独角兽企业,广州-南沙区,30-54万,2年以上,招聘自然语言处理研究员（NLP）,https://www.liepin.com/a/13987999.shtml,硕士及以上
知名电商,广州,26-52万,4年以上,招聘高级数据分析师,https://www.liepin.com/a/15013327.shtml,统招本科
国内知名AI研究机构,"广州,深圳",46-85万,3年以上,招聘NLP算法总监/资深工程师,https://www.liepin.com/a/15173861.shtml,本科及以上
某知名人力资源服务公司,广州,34-51万,3年以上,招聘高级前端开发工程师,https://www.liepin.com/a/15211479.shtml,本科及以上
国内知名咖啡设备及物联网整体方案的制造服务商,广州-黄埔区,23-33万,5年以上,招聘高级物联网工程师,https://www.liepin.com/a/15336061.shtml,统招本科
国内某知名网络科技有限公司,"深圳,四川,广州",36-60万,3年以上,招聘运维工程师,https://www.liepin.com/a/14170179.shtml,学历不限
车企,"北京,上海,广州",75-105万,5年以上,招聘传感器融合算法高级/资深工程师/专家,https://www.liepin.com/a/14929421.shtml,学历不限
车企,"北京,上海,广州",45-75万,3年以上,招聘传感器融合算法专家,https://www.liepin.com/a/14929747.shtml,硕士及以上
广州某生物技术公司,"广州,佛山",18-26万,4年以上,招聘DevOps开发工程师,https://www.liepin.com/a/14960229.shtml,本科及以上
某计算机科技有限公司,"广州,深圳,佛山",18-30万,3年以上,招聘C++开发工程师,https://www.liepin.com/a/15307419.shtml,本科及以上
某知名外资连接器公司,"深圳,广州,东莞",14-24万,3年以上,招聘（高级）电子测试工程师,https://www.liepin.com/a/15126923.shtml,本科及以上
某知名外资连接器公司,"深圳,广州,东莞",18-24万,3年以上,招聘（高级）电子测试工程师,https://www.liepin.com/a/15126599.shtml,本科及以上
某知名内容电商整合营销机构,广州,33-46万,5年以上,招聘大数据经理,https://www.liepin.com/a/14887571.shtml,统招本科
国内某知名互联网企业,"广州,杭州",39-65万,5年以上,招聘大数据架构师,https://www.liepin.com/a/14828977.shtml,统招本科
港股上市互联网公司,广州,40-80万,5年以上,招聘高级/资深PHP、GO开发工程师,https://www.liepin.com/a/14955727.shtml,学历不限
广州海外电商独角兽,广州-海珠区,38-75万,4年以上,招聘高级/资深PHP后台,https://www.liepin.com/a/14955709.shtml,学历不限
某网络技术有限公司,"北京,上海,广州",23-46万,3年以上,招聘OpenStack开发工程师,https://www.liepin.com/a/15298303.shtml,统招本科
家电领先企业,"广州,深圳,佛山",22-35万,2年以上,招聘前端工程师,https://www.liepin.com/a/15358001.shtml,统招本科
某网络科技公司,广州-天河区,26-39万,1年以上,招聘C++服务端主程,https://www.liepin.com/a/15182683.shtml,大专及以上
某知名社交平台,"北京,广州,上海",38-75万,经验不限,招聘高级后端开发工程师,https://www.liepin.com/a/14277513.shtml,学历不限
某知名计算机科技公司,广州,21-31万,3年以上,招聘C++工程师,https://www.liepin.com/a/15307507.shtml,本科及以上
广州某上市生物技术有限公司,广州,18-26万,3年以上,招聘DevOps开发工程师,https://www.liepin.com/a/14960123.shtml,本科及以上
互联网造车新势力,广州-天河区,38-60万,10年以上,招聘Android测试资深工程师/专家,https://www.liepin.com/a/14280221.shtml,统招本科
互联网造车新势力,广州-天河区,38-60万,10年以上,招聘推荐系统高级/资深工程师/专家,https://www.liepin.com/a/14280341.shtml,统招本科
深圳某高科技有限公司,"广东,深圳,广州",35-49万,3年以上,招聘立体视觉算法工程师,https://www.liepin.com/a/14838133.shtml,统招本科
深圳某高科技有限公司,"广东,广州,深圳",35-49万,3年以上,招聘图像识别算法工程师,https://www.liepin.com/a/14837973.shtml,统招本科
某知名制造企业,"广州,深圳",21-28万,3年以上,招聘设备工程师,https://www.liepin.com/a/14364775.shtml,统招本科
国内某大型银行,广州,60-96万,3年以上,招聘NLP专家,https://www.liepin.com/a/15329475.shtml,硕士及以上
国内某大型银行,广州,54-72万,5年以上,招聘模型分析高级专家,https://www.liepin.com/a/15329961.shtml,硕士及以上
知名电商平台,广州,28-42万,5年以上,招聘运维经理,https://www.liepin.com/a/14290031.shtml,本科及以上
广州某网络科技有限公司,广州,18-36万,2年以上,招聘中高级java开发工程师,https://www.liepin.com/a/15027903.shtml,统招本科
某自动驾驶头部企业，目前估值近百亿,"广州,上海,北京",42-84万,3年以上,招聘高级算法工程师- 高精地图和定位,https://www.liepin.com/a/14145469.shtml,统招本科
某知名直播平台,"广州,深圳",30-60万,5年以上,招聘大数据架构师,https://www.liepin.com/a/14712913.shtml,本科及以上
某某信息科技有些公司,广州,26-46万,4年以上,招聘高级前端开发,https://www.liepin.com/a/14588429.shtml,大专及以上
知名互联网企业,"北京,广州,深圳",38-53万,1年以上,招聘数据分析师,https://www.liepin.com/a/15013959.shtml,本科及以上
国内某知名自动驾驶科技公司,"北京,广州,深圳",42-54万,3年以上,招聘嵌入式软件开发,https://www.liepin.com/a/15299381.shtml,统招本科
某国内新能源汽车公司,"广州,上海,北京",42-66万,5年以上,招聘高精地图软件专家,https://www.liepin.com/a/15323541.shtml,学历不限
国内知名的新能源公司,"上海,北京,广州",42-70万,4年以上,招聘前端开发/前端架构,https://www.liepin.com/a/14189593.shtml,统招本科
某国内大型网络公司,"上海,北京,广州",36-60万,3年以上,招聘高级算法工程师或专家,https://www.liepin.com/a/15195929.shtml,统招本科
某国内大型网络公司,"上海,北京,广州",36-60万,3年以上,招聘机器学习算法工程师,https://www.liepin.com/a/15195789.shtml,统招本科
国内知名的新能源公司,"上海,北京,广州",42-70万,4年以上,招聘前端开发/前端架构,https://www.liepin.com/a/14189593.shtml,统招本科
某知名互联网公司,广州,48-72万,2年以上,招聘输入法自然语言算法工程师,https://www.liepin.com/a/15386201.shtml,硕士及以上
国内某知名智能驾驶研发公司,"广州,深圳,上海",42-78万,2年以上,招聘算法工程师（自动驾驶方向）,https://www.liepin.com/a/15390315.shtml,硕士及以上
大型企业1,"深圳,广州,北京",33-52万,1年以上,招聘传感器算法工程师,https://www.liepin.com/a/15116183.shtml,硕士及以上
知名企业（快速发展期）,"北京,深圳,广州",45-75万,2年以上,招聘NLP自然语言处理研发工程师,https://www.liepin.com/a/14952915.shtml,硕士及以上
名企,"广州,深圳",28-49万,2年以上,招聘大数据开发工程师,https://www.liepin.com/a/15342795.shtml,统招本科
名企,"深圳,广州,北京",42-70万,2年以上,招聘深度学习工程师,https://www.liepin.com/a/14979101.shtml,统招本科
知名企业（快速发展期）,"深圳,广州",45-90万,4年以上,招聘高级网络信息安全工程师,https://www.liepin.com/a/14952929.shtml,统招本科
知名企业（快速发展期）,"深圳,广州",42-70万,5年以上,招聘计算机视觉算法研究员,https://www.liepin.com/a/14979097.shtml,统招本科
大型企业1,"深圳,北京,广州",45-90万,3年以上,招聘资深数据挖掘工程师,https://www.liepin.com/a/14952941.shtml,统招本科
知名企业（快速发展期）,"深圳,广州",30-60万,3年以上,招聘机器学习算法工程师,https://www.liepin.com/a/14979105.shtml,统招本科
大型企业1,"深圳,广州",28-56万,3年以上,招聘容器工程师,https://www.liepin.com/a/14979113.shtml,统招本科
名企,"广州,深圳",28-49万,2年以上,招聘大数据开发工程师,https://www.liepin.com/a/14952961.shtml,统招本科
大型企业1,"深圳,广州",35-70万,3年以上,招聘推荐算法,https://www.liepin.com/a/15342797.shtml,统招本科
名企,"深圳,广州",35-63万,3年以上,招聘搜索算法,https://www.liepin.com/a/15342801.shtml,本科及以上
某国内大型互联网公司,"北京,广州,深圳",36-72万,1年以上,招聘机器学习工程师,https://www.liepin.com/a/14863779.shtml,统招本科
国内知名机器人科技企业,广州,18-30万,2年以上,招聘视觉算法工程师,https://www.liepin.com/a/14869249.shtml,硕士及以上
国内知名机器人科技企业,广州,17-24万,6年以上,招聘高级JAVA开发工程师,https://www.liepin.com/a/14376739.shtml,本科及以上
