cn,dd,gz,jy,name,url,xl
广州某ａｉ机器人公司,"长沙,广州",39-78万,1年以上,招聘slam算法,https://www.liepin.com/a/13953497.shtml,本科及以上
500强上市家电集团,"佛山,广州",17-28万,3年以上,招聘系统测试工程师,https://www.liepin.com/a/14818885.shtml,本科及以上
国内某量化私募基金公司,广州-海珠区,28-56万,2年以上,招聘量化研究员,https://www.liepin.com/a/14600441.shtml,硕士及以上
国内某知名人工智能公司,"上海,广州,北京",38-68万,2年以上,招聘机器学习研发工程师,https://www.liepin.com/a/14972941.shtml,统招本科
某知名地产公司,广州,6-10万,3年以上,招聘AI技术经理,https://www.liepin.com/a/10518887.shtml,统招本科
广州某知名车后市场电商,"广州,深圳,贵州",20-29万,3年以上,招聘大数据开发工程师,https://www.liepin.com/a/14897549.shtml,统招本科
知名无人自动驾驶公司,"北京,上海,广州",24-48万,2年以上,招聘规划架构工程师,https://www.liepin.com/a/15225939.shtml,统招本科
知名无人自动驾驶公司,"北京,上海,广州",24-48万,2年以上,招聘决策规划工程师,https://www.liepin.com/a/15222181.shtml,统招本科
知名互联网有限公司,"深圳,广州",42-70万,5年以上,招聘数据库工程师（DBA）,https://www.liepin.com/a/13845887.shtml,本科及以上
某知名的互联网企业,"广州,深圳,北京",120-150万,5年以上,招聘高级数据分析经理/总监,https://www.liepin.com/a/14714015.shtml,本科及以上
某上市公司,"广州,深圳,上海",21-28万,3年以上,招聘公有云大客户服务经理,https://www.liepin.com/a/14509911.shtml,大专及以上
某知名信贷公司,"上海,广州",42-65万,3年以上,招聘风险计量专家,https://www.liepin.com/a/15053651.shtml,本科及以上
国内知名TOP3高速发展的电商公司,广州,22-42万,3年以上,招聘数据分析师BI,https://www.liepin.com/a/14781185.shtml,统招本科
某数据安全科技公司,广州-黄埔区,18-24万,3年以上,招聘需求分析师,https://www.liepin.com/a/14865269.shtml,本科及以上
国内知名互联网公司,"北京,上海,广州",48-72万,4年以上,招聘业务运营专家-用户增长,https://www.liepin.com/a/14629261.shtml,统招本科
猎头职位,广州,39-65万,3年以上,招聘Slam算法专家,https://www.liepin.com/a/15369235.shtml,硕士及以上
国内知名金融综合公司,"深圳,广州,杭州",40-80万,3年以上,招聘后台开发高级工程师/架构师,https://www.liepin.com/a/15052933.shtml,统招本科
国内某互联网车企,"广州-天河区,上海-静安区,北京-海淀区",30-60万,3年以上,招聘（偏软件）自动驾驶大数据开发资深工程师（数据采集方向）,https://www.liepin.com/a/14252111.shtml,统招本科
某知名车企,"北京-昌平区,深圳-坪山区,广州-天河区",30-60万,3年以上,招聘数据应用工程师,https://www.liepin.com/a/15354979.shtml,本科及以上
国内某互联网车企,"广州-天河区,上海-静安区,北京-海淀区",30-60万,3年以上,招聘（偏硬件）自动驾驶大数据开发资深工程师（数据采集方向）,https://www.liepin.com/a/14859465.shtml,统招本科
国内某知名互联网公司,广州,50-65万,3年以上,招聘风控架构师,https://www.liepin.com/a/15086053.shtml,统招本科
广州某互联网公司,广州,29-43万,3年以上,招聘研发经理,https://www.liepin.com/a/14314017.shtml,本科及以上
上海知名新能源车企,"广州,深圳,上海",26-46万,3年以上,招聘环境感知算法工程师,https://www.liepin.com/a/14117825.shtml,统招本科
上海知名新能源车企,"上海,广州,深圳",26-46万,3年以上,招聘传感器工程师,https://www.liepin.com/a/14117945.shtml,统招本科
上海知名新能源车企,"上海,深圳,广州",46-65万,5年以上,招聘Data/DevOps Infrastructure (Lead) Engineer,https://www.liepin.com/a/14117763.shtml,统招本科
上海知名新能源车企,"广州,深圳,上海",26-46万,3年以上,招聘车辆控制算法工程师,https://www.liepin.com/a/14117851.shtml,统招本科
上海知名新能源车企,"上海,广州,深圳",26-46万,3年以上,招聘定位与高精地图算法工程师,https://www.liepin.com/a/14117983.shtml,统招本科
某知名上市公司,"广州,深圳",26-52万,1年以上,招聘算法工程师,https://www.liepin.com/a/13914883.shtml,统招本科
上海某某某互联网信息公司,广州,33-46万,5年以上,招聘java工程师,https://www.liepin.com/a/15153067.shtml,学历不限
某知名互联网公司,"深圳,广州,东莞",30-60万,5年以上,招聘机器学习架构师,https://www.liepin.com/a/14911049.shtml,大专及以上
某知名互联网公司,"深圳,广州,东莞",30-60万,3年以上,招聘数据架构师,https://www.liepin.com/a/14911071.shtml,本科及以上
某全球AI商业应用服务商（零售/快消行业）,"上海-闵行区,广州-海珠区",39-78万,1年以上,招聘高级计算机视觉算法工程师（广州或上海）,https://www.liepin.com/a/14732915.shtml,硕士及以上
某医疗科技公司（诊断）,"上海,广州,浙江",22-30万,1年以上,招聘图像算法工程师,https://www.liepin.com/a/13938037.shtml,本科及以上
全球知名新能源公司,"广州,上海,东莞",24-40万,2年以上,招聘web开发工程师,https://www.liepin.com/a/14730803.shtml,学历不限
知名互联网线上游戏公司,"北京,广州,深圳",64-112万,1年以上,招聘测试架构师,https://www.liepin.com/a/15337031.shtml,学历不限
知名互联网线上游戏公司,"北京,广州,深圳",80-128万,1年以上,招聘运维架构师,https://www.liepin.com/a/15337623.shtml,学历不限
某互联网公司,广州-海珠区,20-34万,3年以上,招聘大数据开发工程师,https://www.liepin.com/a/15268523.shtml,统招本科
某互联网公司,广州-海珠区,23-42万,3年以上,招聘测试经理,https://www.liepin.com/a/15268215.shtml,统招本科
长沙某ａｉ机器人公司,"广州,长沙",14-21万,1年以上,招聘导航定位算法工程师,https://www.liepin.com/a/13990011.shtml,学历不限
某上市公司,"广州,深圳-龙岗区",17-31万,3年以上,招聘大数据工程师,https://www.liepin.com/a/15271839.shtml,大专及以上
互联网电动汽车公司,"北京,广州",48-72万,3年以上,招聘SLAM图像算法专家,https://www.liepin.com/a/15369141.shtml,硕士及以上
广州市吉特科技有限公司,广州,10-18万,2年以上,招聘系统测试工程师,https://www.liepin.com/job/1920734471.shtml,大专及以上
广州雷猴软件开发有限公司,广州-天河区,7-13万,3年以上,招聘自动化测试工程师（噢啦项目）,https://www.liepin.com/job/1919224969.shtml,统招本科
北京海量数据技术股份有限公司,广州-五山,12-19万,2年以上,招聘自动化测试工程师,https://www.liepin.com/job/1920805871.shtml,统招本科
赫基(中国)集团股份有限公司,广州-天河区,30-42万,3年以上,招聘大数据经理,https://www.liepin.com/job/1917536635.shtml,本科及以上
广州一一网络技术有限公司,广州-棠下,24-36万,5年以上,招聘算法工程师（图像识别）,https://www.liepin.com/job/1918561269.shtml,本科及以上
广州一一网络技术有限公司,广州-天河区,60-96万,5年以上,招聘AI人工智能研发工程师,https://www.liepin.com/job/1918561499.shtml,本科及以上
大圣科技股份有限公司,广州,面议,3年以上,招聘运维开发工程师,https://www.liepin.com/job/1919032225.shtml,统招本科
亿牛,广州-天河区,10-13万,经验不限,招聘【金融事业部】基金经理助理,https://www.liepin.com/job/1918719415.shtml,统招本科
云舟生物科技(广州)有限公司,广州-黄埔区,4-6万,经验不限,招聘信息部实习生,https://www.liepin.com/job/1920727533.shtml,大专及以上
探迹科技,广州-番禺区,12-24万,1年以上,招聘爬虫工程师,https://www.liepin.com/job/1920123271.shtml,统招本科
Oracle甲骨文,广州,面议,8年以上,招聘首席区域售前支持工程师,https://www.liepin.com/job/1920522159.shtml,本科及以上
亚萨合莱(中国)投资有限公司,广州-番禺区,18-24万,2年以上,招聘Firmware Engineer,https://www.liepin.com/job/1919498643.shtml,本科及以上
深圳前海新心金融管理有限公司,广州-珠江新城,10-24万,3年以上,招聘自动化测试工程师,https://www.liepin.com/job/1912156951.shtml,统招本科
深圳前海新心金融管理有限公司,广州-天河区,12-18万,经验不限,招聘风险策略培训生,https://www.liepin.com/job/1917948901.shtml,统招本科
深圳前海新心金融管理有限公司,广州-天河区,12-30万,3年以上,招聘高级风险政策分析师,https://www.liepin.com/job/1920193201.shtml,统招本科
深圳前海新心金融管理有限公司,广州-天河区,12-30万,3年以上,招聘高级风险政策分析师,https://www.liepin.com/job/1920193201.shtml,统招本科
深圳前海新心金融管理有限公司,广州-天河区,12-18万,经验不限,招聘风险策略培训生,https://www.liepin.com/job/1917948901.shtml,统招本科
深圳前海新心金融管理有限公司,广州-珠江新城,10-24万,3年以上,招聘自动化测试工程师,https://www.liepin.com/job/1912156951.shtml,统招本科
深圳前海新心金融管理有限公司,广州-珠江新城,12-30万,2年以上,招聘风险政策分析师,https://www.liepin.com/job/1913901549.shtml,本科及以上
欢聚时代,广州-番禺区,20-33万,3年以上,招聘数据分析师 (MJ002000),https://www.liepin.com/job/1920809609.shtml,本科及以上
友邦资讯科技,广州,12-18万,5年以上,招聘00106-Sr. BI Developer - DBA,https://www.liepin.com/job/1918568757.shtml,本科及以上
友邦资讯科技,广州,20-30万,8年以上,招聘Project Manger - TableauG00139,https://www.liepin.com/job/1919902667.shtml,本科及以上
汇丰软件,广州,面议,1年以上,招聘Software Engineer - 0000D7BL,https://www.liepin.com/job/1920809433.shtml,学历不限
汇丰软件,广州,面议,1年以上,招聘Senior Software Engineer - 0000D7BT,https://www.liepin.com/job/1920809407.shtml,学历不限
汇丰软件,广州,面议,1年以上,招聘Senior Software Engineer - 0000D7BU,https://www.liepin.com/job/1920809393.shtml,学历不限
广州美品苏打网络科技有限公司,广州,18-30万,3年以上,招聘高级数据运营分析工程师,https://www.liepin.com/job/1920270687.shtml,本科及以上
林氏木业,广州,12-18万,2年以上,招聘中级java开发/ERP开发工程师,https://www.liepin.com/job/1919037541.shtml,本科及以上
诗悦,广州-天河区,8-11万,2年以上,招聘SDK测试工程师,https://www.liepin.com/job/1920775791.shtml,本科及以上
广东快乐种子科技有限公司,广州-越秀区,面议,5年以上,招聘PHP系统架构师,https://www.liepin.com/job/1920808555.shtml,本科及以上
广州市百果园信息技术有限公司,广州-番禺区,39-65万,3年以上,招聘android高级开发工程师,https://www.liepin.com/job/1918746295.shtml,本科及以上
易方,广州-番禺区,21-28万,3年以上,招聘高级测试开发工程师,https://www.liepin.com/job/1919286547.shtml,本科及以上
易方,广州-番禺区,13-22万,1年以上,招聘运维开发工程师,https://www.liepin.com/job/1919763659.shtml,本科及以上
广州快决测信息科技有限公司,广州-越秀区,16-23万,3年以上,招聘数据可视化工程师,https://www.liepin.com/job/1918150021.shtml,大专及以上
广州快决测信息科技有限公司,广州-水荫,10-14万,2年以上,招聘前端工程师（数据可视化方向）,https://www.liepin.com/job/1918264267.shtml,大专及以上
广州快决测信息科技有限公司,广州-水荫,8-13万,1年以上,招聘数据分析师,https://www.liepin.com/job/1914173605.shtml,统招本科
拓普基因科技(广州)有限责任公司,广州-天河区,12-22万,经验不限,招聘生物信息工程师,https://www.liepin.com/job/1919302371.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州,18-24万,1年以上,招聘Analyst - Data & Information Management,https://www.liepin.com/job/1918632383.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州,面议,3年以上,招聘Senior Analyst-Data Science,https://www.liepin.com/job/1918637191.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州,48-84万,6年以上,招聘VP Machine Learning & Advanced Analytics,https://www.liepin.com/job/1920274005.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州-体育中心,16-24万,2年以上,招聘Sr Analyst CMB Analytics,https://www.liepin.com/job/1919023107.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州,30-60万,4年以上,招聘AVP Advanced Analytics,https://www.liepin.com/job/1920274243.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州,30-48万,5年以上,招聘Lead Manager-Analytics & Modeling,https://www.liepin.com/job/1918674379.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州-体育中心,24-48万,4年以上,招聘Credit Risk Analytics Manager,https://www.liepin.com/job/1918858943.shtml,本科及以上
汇丰环球客户服务(广东)有限公司,广州-体育中心,24-48万,8年以上,招聘AVP CMB Analytics,https://www.liepin.com/job/1919021829.shtml,本科及以上
神州绿盟信息,广州,12-18万,1年以上,招聘安全运营工程师(J11634),https://www.liepin.com/job/1916280687.shtml,本科及以上
